"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"AZEBM","IHS24","MBA CLM","MBACLM","IHS24","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"AZHOJ","37233","MPE Employee Benefit Services Incorporated","","37233|3871|3933","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"AZLPI","J1242","ADP TotalSource Incorporated","ADP Total Source Incorporated","J1242","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"AZMFS","04312","Medicare Oklahoma Part B","Novitas - Oklahoma","04312|1458|OKMCR|SMOK0","true","true","ONE_CLICK","HOURS","false","false","","","true","true","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"AZNDI","30167","Thrivent Financial Aid Association for Lutheran Medicare","","11158|1190|1191|2564|2565|30167|THRIV|THRIVENT|THRVNT","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"BAKER","ACIPA","Advantage Care IPA","","6141|ACIPA","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BATIH","MPM27","Dignity Global","","7806|8580|MPM27","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"BCINK","15202","Medicare Ohio Part B","CGS Administrators - Ohio","1447|15202|OHMCR|SMOH0","true","true","ONE_CLICK","HOURS","false","false","","","true","true","","","false","false","","","false","false","","","true","true","MULTI_STEP","WEEKS","false","false","","","false","false","","","","dental|medical","","true","",""
"BCJXN","J1740","Allen Canning","","J1740","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BCMSR","20472","Pediatric Associates","","20472","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BDLZJ","14043","Centauri Health Solutions (NHI Billing Services Inc)","","14043|9112","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BDQAQ","50383","US Imaging Network","US Imaging Network (New York)","50383|5650|6444","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"BDTVZ","75228","Texas Children's Health Plan","Texas Children's Health Plan (Medicaid) STAR & STAR Kids|Texas Children's Hospital","1911|2483|75228|TXCSM","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","TX","false","","https://www.texaschildrenshealthplan.org"
"BEKUC","68063","Celtic Insurance","","1043|5219|68063|CELTC","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","RZIUK",""
"BEKXP","71066","Kansas Health Advantage","","71066|7782|8516","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","KS","false","",""
"BETDS","J1433","Dakota Fire","EMC Property and Casualty Liability Only|EMCASCO Insurance Company Liability Only|Employers Mutual Casualty Liability Only|Hamilton Mutual Liability|Illinois EMCASCO|Union Insurance Company of Providence","J1433","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"BEUZA","AZ","Medicaid Arizona","Arizona Health Care Cost Containment System (AHCCCS)","10021|12K02|38309|4405|5548|866004791|AZ|AZCCCS|AZMCD|DX156|SKAZ0","true","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","WEEKS","false","false","","","false","false","","","","dental|medical","","false","","https://www.azahcccs.gov"
"BFCXW","97691","Silver Star PACE","","1146|97691","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BFHGK","J1059","Directory Distributing Association","","J1059","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"BFJPE","61127","HealthSource Kentucky","","61127","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BFKWF","C1051","Midwest Family Mutual (Auto Only)","Midwest Family Mutual Insurance Company","C1051","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"BFMCY","33020","My Family Medical Group","","33020","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"BFMUK","ARLMS","Cigna Medicare Supplement","ARLIC|American Retirement Life Insurance Company|Cigna Health and Life Insurance Company|Cigna Insurance Company|Cigna Medigap|Great American","ARLMS|E10538","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","NATIONAL","false","BDKOJ","https://www.cigna.com"
"BFQBS","JLSFE","JLS Family Enterprises","DBA League Medical Concepts","7254|8672|JLSFE","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"BFYRN","J1025","Alvey Systems (AON Risk)","Alvey Systems (Aon Risk)","J1025","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"BGSRN","65241","Planstin","Planstin Administration","65241|9155","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","","https://www.planstin.com"
"BGVFZ","SKMI1","Medicaid Michigan - BCCP","","1624|SKMI1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
