"StediId","PrimaryPayerId","DisplayName","Names","Aliases","EligibilityInquiry","EligibilityInquiryEnrollmentRequired","EligibilityInquiryEnrollmentType","EligibilityInquiryEnrollmentTimeframe","ClaimStatusInquiry","ClaimStatusInquiryEnrollmentRequired","ClaimStatusInquiryEnrollmentType","ClaimStatusInquiryEnrollmentTimeframe","ProfessionalClaim","ProfessionalClaimEnrollmentRequired","ProfessionalClaimEnrollmentType","ProfessionalClaimEnrollmentTimeframe","InstitutionalClaim","InstitutionalClaimEnrollmentRequired","InstitutionalClaimEnrollmentType","InstitutionalClaimEnrollmentTimeframe","DentalClaim","DentalClaimEnrollmentRequired","DentalClaimEnrollmentType","DentalClaimEnrollmentTimeframe","ClaimPaymentAdvice","ClaimPaymentAdviceEnrollmentRequired","ClaimPaymentEnrollmentType","ClaimPaymentEnrollmentTimeframe","CoordinationOfBenefits","CoordinationOfBenefitsEnrollmentRequired","CoordinationOfBenefitsEnrollmentType","CoordinationOfBenefitsEnrollmentTimeframe","ClaimAttachmentsSupport","ClaimAttachmentsSupportEnrollmentRequired","ClaimAttachmentEnrollmentType","ClaimAttachmentEnrollmentTimeframe","EmployerIdentificationNumbers","CoverageTypes","OperatingStates","PtanRequired","ParentPayerGroupId","WebsiteUrl"
"DTJYK","ATH01","Atheria","","ATH01","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"DTLUW","J1409","Zachry Construction","","J1409","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"DTQAZ","G00621","Blue Cross Blue Shield of Illinois","Blue Cross Blue Shield Illinois","00621|10033|1405|5508|BCBSIL|BCMIW|CB621|G00621|ILBCBS|ILBLS|SB621","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","","true","false","","","false","false","","","","dental|medical|vision","AZ|FL|IL|IN|NV|OK","false","DKCAG","https://www.bcbsil.com"
"DTYLE","A5234","Health First","","A5234","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","","","false","",""
"DUEQK","31182","InnovAge","Total Community Care","14526|1634|31182|4770","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","CA|CO|NM|PA|VA","false","",""
"DUPXU","J1894","Ram Mutual Insurance Company","RAM Mutual Insurance Company","J1894","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"DUTFW","SB800","Highmark Blue Shield of Northeastern New York","BCBS New York Northeastern|HealthNow Blue Cross Blue Shield New York Northeastern","00800|100954|10499|CBNYW|ILQGT|LWTJN|N5BLS|NYBCNE|SB800","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","",""
"DVITS","12115","Veterans Affairs Fee Basis Program","VA Fee Basis Program","10196|12115|12115MA|12116|1507|3887|VETFBP","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","WEEKS","false","false","","","false","false","","","","dental|medical","NATIONAL","false","","https://www.va.gov"
"DVYTB","61325","Passport Health Plan","Passport Health Plan by Molina Healthcare","10368|1281|5015|61129|61325|61325MA|6528|8863|A6863|MLNKY|PPHPC|UHPJC","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical|vision","","false","",""
"DWCSC","70123","West Virginia Public Employees Insurance Agency","","70123","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"DWHKI","ASCA1","Align Senior Care California","","16560|7024|9409|ASCA1","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"DWXLQ","Z96477","Great Southern Life Insurance Company","","Z96477","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","vision","","false","MKFKG",""
"DWYCM","CKKY3","Medicaid of Kentucky (Region 3 - Doral Dental)","","CKKY3","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental","","false","",""
"DXJHV","J1799","City of Desert Hot Springs (California)","","J1799","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"DXMFK","91136","WPAS","AGC International Union Operating Engineers Local 701|Alaska Carpenters|Alaska Children's Services Incorporated|Alaska Hotel Employees Restaurant and Camp Employees|Alaska Laborers Construction Industry Trust|Alaska Pipe Traders Local 375|Alaska Public Employees Association|Alaska United Food and Commercial Workers Trust|Allied Metal Crafts Security Plan Trust Fund|Automotive Machinists Local 289 Health and Welfare Fund|Cement Masons and Plasterers Health and Welfare Trust|ENSTAR Natural Gas GP61|Fairbanks North Star Borough|Fairbanks North Star Borough School District Plan A|Fairbanks North Star Borough School District Plan B|Glassworkers Health and Welfare|Hotel Employees and Restaurant Employees Health Trust|Northwest Ironworkers Health and Security Health Fund|Northwest Plumbers and Pipefitters Health and Welfare Trust|Northwest Roofers and Employers Health and Security Trust Fund|Northwest Textile Processors|Operating Engineers Locals 302 and 612 Health and Security Fund|Puget Sound Benefits Trust|Puget Sound Electrical Workers|South Bay Hotel Employees Restaurant Employees Health Trust|University of Washington Students and Graduate Appointments|WPAS Inc|Welfare Pension Admin Services (WPAS)|West Coast Stationary Engineers Health and Security Trust Fund","1744|6591|66373|91136","true","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","","https://www.wpas-inc.com"
"DXOAW","36273","AARP UnitedHealthCare Insurance Company","AARP Hospital Indemnity Plans|AARP Medicare Supplement Plans|AARP Medicare Supplement by UnitedHealthcare|AARP UnitedHealthcare Insurance Company|UnitedHealthcare Ovations (AARP)|UnitedHealthcare Ovations Insurance Solutions (AARP)","36273|5271|8940|AARP","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","FIVMG",""
"DXSMY","73067","QuikTrip","","00202|6875|73067|8937|QTCORP","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"DXTYZ","00660","Anthem BlueCross BlueShield Kentucky","Anthem Blue Cross Blue Shield Kentucky|Anthem Blue Cross Blue Shield Kentucky (Medicaid Reclamation)|Anthem Blue Cross Blue Shield Kentucky Dental|Anthem Blue Cross Blue Shield of Kentucky","00160|00660|10259|160|2421|5534|660|AD160|KYBCBS|KYBLS|SB660|ZBKY0|ZBKY0MA","true","false","","","true","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","INSTANT","false","false","","","true","false","","","","dental|medical|vision","","false","VJLBL",""
"DXWBR","63103","American Behavioral","Uprise Health","63103","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"DXWSO","J1935","County of Kern","","J1935","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"DXZSY","52461","March Vision Care","March Vision Network|UnitedHealthcare Community Vision Network","00483|14498|5246|52461|Z1407","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical|vision","","false","FIVMG","https://providers.eyesynergy.com"
"DYFCF","TLX23","National Automatic Sprinkler Industry","","DX065|TLX23","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental","","false","",""
"DYJPM","07101","Medicare Arkansas Part A","Novitas - Arkansas","07101|1526|IMAR0","true","true","ONE_CLICK","HOURS","false","false","","","false","false","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"DYJSU","RP042","Vytalize Health","","RP042","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"DYLVK","J1297","Federated Claims Services Corporation","Federated Department Stores Incorporated","J1297","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"DYOQK","11402","Medicare West Virginia Part B","Palmetto GBA (PGBA) - Virginia","11402|1450|SMWV0|WVMCR","true","true","ONE_CLICK","HOURS","false","false","","","true","true","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"DZENC","25172","Path Administrators (David H. Evans)","Path Administrators (DH Evans)","25172|6143","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"DZEWV","MEDISTREAMS","MediStreams","","MEDISTREAMS","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"DZKZT","RMC01","Riverside Medical Clinic","","6246|RMC01","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"DZNDM","Z96801","Elips Life Insurance Company","","14330|Z96801","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","vision","","false","WLBWR",""
"DZQND","TXABA","Texas Agricultural Benefit Administrators","Texas Agricultural Cooperative Trust (TACT)","TXABA","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","","","false","",""
"EAEWT","J1272","Coach USA","","J1272","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EAMUD","H0657","Colorado Choice Health Plans","Friday Health Plans","6851|7634|COCHP|H0657","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","",""
"EAPMY","36345","Physicians Care Network Rockford Illinois","","2840|36345|6095","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EAVRM","RP115","American Health Advantage of Indiana","","14473|2841|7966|RP115","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EBCJI","64884","Aither Health","","6019|64884|9136","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"EBMGV","11334","New York Network Management","","11334|2169","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EBYKU","23249","Sentinel Management Services","Performance Health","23249|2995|3256","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","",""
"ECONW","75309","Pacific Southwest Administrators (PSWA)","","1202|75309","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","",""
"ECOYD","J1364","Pacific Motor Company","","J1364","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EDBTR","J1551","Farmland Mutual Insurance Company","National Casualty Company|Nationwide Agribusiness Insurance Company","J1551","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EDGHB","J4400","Headsup Healthcare","","00322|J4400","false","false","","","false","false","","","false","false","","","false","false","","","true","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental","","false","",""
"EDIAT","LWA01","Lifeworks Advantage","Lifeworks Advantage (Institutional Special Needs Plan)","1205|16594|3554|LWA01","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","VA","false","",""
"EDIMA","NCHCA","Evolent Specialty - Cardiology","","5238|NCHCA","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EDKMJ","VCHCP","Ventura County Health Care Plan","","7718|9659|VCHCP","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EDUOH","POP03","Choiceone Independent Practice Association","ChoiceOne Independent Practice Association","POP03","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EDYHC","74212","Employer Plan Services Incorporated (EPSI)","","11011|3268|74212|CX031","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EDYSK","J1672","H&R Block","","J1672","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EFHLD","J1488","QBE General Casualty Simsbury","","J1488","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EFJCN","J1617","City of Redding (California)","","J1617","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EFTMQ","J1598","City of Snyder (Texas)","","J1598","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EFUFJ","13193","Cigna Medicare Supplement (Medigap)","Central Reserve Life Insurance Company|Cigna Supplemental|Continental General Insurance Company Medicare Supplement|Great American Life Insurance Company (Medicare Supplement)|Loyal American Life Insurance Company|Provident American Life & Health Insurance Company","13193|13193MA|6437|7664|GAAMS|LALIMS|Z90024","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","dental|medical","","false","","https://www.cigna.com"
"EGASA","14163","Wellcare","American Progressive|Central Senior Care|Easy Choice Health Plan California|Fidelis Care New Jersey|First Choice Health Plans of Connecticut|Fresenius Medical Care|Generations|Golden Triangle Physician Alliance SelectCare Texas|Harmony Health Plan|HealthEase|HealthEase Kids|Heritage Physician Network (Houston)|Island Home Insurance Company|Katy Medical Claims|Katy Medical Group|MED3000 Centers for Medicare & Medicaid Services Title 19 Reform|MED3000 Centers for Medicare & Medicaid Services Title 21|Memorial Clinical Associates SelectCare Texas|Missouri Care Managed Care|Northwest Diagnostic Clinic SelectCare Texas|Ohana Health Plan|Pinnacle Physician Management|Select Senior Clinic|SelectCare Health Plan Health Maintenance Organization (North Texas)|SelectCare Health Plan Health Maintenance Organization (Texas and Oklahoma Panhandle)|SelectCare Texas (Heritage Physicians Network)|SelectCare Texas Alliance (Kelsey-Seybold Greater Texas Physicians Alliance)|SelectCare of Texas (Beaumont)|SelectCare of Texas (Houston)|SelectCare of Texas (Kelsey-Seybold)|Staywell|Staywell Kids|Texan Plus (Beaumont)|Texan Plus (Houston)|Texan Plus (Kelsey-Seybold)|Texan Plus (Southeast Texas Area)|Texan Plus-SelectCare of Texas (Kelsey-Seybold)|Texas First Health Plan (North Texas)|Texas First Health Plan North Texas|Texas First Health Plan North Texas (SelectCare Health Plan Health Maintenance Organization (Topa))|Texas First Health Plans (Tiopa)|Texas First Health Plans (Topa)|TexasPlus Southeast|Today's Health|Today's Options (American Progressive and Pyramid Health)|Today's Options (American Progressive and Pyramid Life)|Tribute (SelectCare Oklahoma)|Universal American|Village Family Physician|WellCare Health Maintenance Organization|WellCare Health Plans|WellCare Illinois|WellCare Michigan|WellCare by Ohana|WellCare of California|WellCare of Connecticut|WellCare of Florida|WellCare of Georgia|WellCare of Kentucky|WellCare of Michigan & WellCare of Illinois|WellCare of Nebraska|WellCare of New York|WellCare of North Carolina|Windsor Health Plan","100842|10488|10510|10511|10512|10513|10515|1119|11216|14163|14163MA|16559|1844|48055|57116|8041|8551|9529|9759|9762|TH118|WCHEK|WCHHP|WCOHP|WCSWA|WCSWK|WELLCR|WLLCR|Z95605|ZP4011","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","true","false","","","false","false","","","","dental|medical|vision","NATIONAL","false","RZIUK","https://www.wellcare.com"
"EGCTD","J1780","Progressive Direct Insurance Company","","J1780","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EGIZG","42049","Cofinity - Group Resources","","42049|8286","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EGPWC","J1446","Select Staffing Koosharem","Select Staffing Real Time Staffing|Select Staffing Remedy|Select Staffing Select Remedy and Westaff","J1446","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EHDPO","RHP01","CCA Health Michigan","Commonwealth Care Alliance of Michigan (Formerly Reliance Health)|Reliance Health Maintenance Organization Incorporated Effective January 1, 2020","3057|8444|RHP01","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","","false","",""
"EHMAH","400","Blue Cross Blue Shield South Carolina State Health Plan","","00400|400|SB881|SC922","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"EHYNC","GMWP1","West PACE","","GMWP1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EIXZS","83248","Zing Health","Zing Choice IL (HMO)|Zing Health Holdings","14462|2097|8246|83248|83248MA|ZINGIL","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","IL|IN|MI|MS|OH|TN","false","CYNME","https://www.myzinghealth.com"
"EIZHI","HDM04","Wellabe Medicare Supplement","Medico Life and Health Insurance Company","HDM04","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","YBSKE","https://www.wellabe.com"
"EIZMN","GHAHSS","Global Healthcare Alliance","","1258|GHAHSS","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EJMBC","32396","Tres Health","","32396","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"EJTAT","13360","CenterLight Healthcare","","10666|13360|6820|7613","true","true","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","NY","false","",""
"EJXON","J1925","CompWest","","J1925","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EKGDB","36346","Northwest Suburban Independent Practice Association Illinois","","36346|3736","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EKGDO","88051","Premier Healthcare Exchange Incorporated (PHX)","","7168|8609|88051","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EKHCN","58213","Healthways WholeHealth Networks","","00100|4740|58213","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"EKMFL","96240","Neighborhood Health Plan of Rhode Island (INTEGRITY)","NHPRI|Neighborhood Health Plan of Rhode Island (Medicare-Medicaid Plan)","7171|8612|96240","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","medical","RI","false","","https://www.nhpri.org"
"EKSGX","10568","Cenpatico Behavioral Health Florida","","10568","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","","","false","",""
"EKSVJ","30120","Zenith National Insurance","","30120","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EKUBA","CB268","Cornerstone Preferred Resources","","00254|6863|7643|CB268","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"ELDWK","60230","UCS Masonry Industry Trust","United Contractors and Staff Masonry Industry Trust","00063|60230|7711|9652","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","medical","","false","",""
"ELFJN","FRFLY","Firefly Health","Flume Health","9710|FRFLY","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ELHCU","ASHC1","National General","","1245|ASHC1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ELMCW","MPM62","Emanate Health Independent Practice Association","","4036|8764|MPM62","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"ELODK","52193","Allegeant","","3691|5121|52193","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","medical","","false","","https://www.allegeant.net"
"ELRWE","FH205","Flume Health Inc.","Firefly Health Plan|Flume Health Inc","8273|FH205","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"ELSAC","95019","Health First","Health First Health Plans|Health First Health Plans - National","10673|3205|6685|95019|95019MA|HLFRT|RP039|WDCLN|XHFHP","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","HOURS","false","false","","","false","false","","","","dental|medical","","false","","http://healthfirstprohealth.org"
"ELXGL","56144","Healthgram","Healthgram Incorporated","10692|1757|56144|6595|HGRAM|PRMPC","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","MULTI_STEP","","false","false","","","false","false","","","","dental|medical","","false","","https://providers.healthgram.com"
"EMARQ","OSFE9","OSF Healthcare East","","8100|OSFE9","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EMIKE","HMC01","Health Network Solutions (HNS) - MedCost NC","Health Network Solutions (HNS) - MedCost North Carolina","7199|HMC01","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EMKJX","IHS10","Anchor (ClaimsBridge)","","5066|9111|IHS10","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EMSWN","46891","Benefit Plan Administrators Eau Claire Incorporated (UCS)","Benefit Plan Administrators Eau Claire Incorporated (United Contractors and Staff)","46891|8188","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EMXZF","DVMC1","Desert Valley Medical Group","","1206|DVMC1","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ENATJ","J1604","Tower Energy Group","","J1604","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ENGET","A2352","IHS Gateway Payer South","Indian Health Service Gateway Payer South","A2352","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"ENLKR","J1445","Brotherhood Mutual Insurance","","J1445","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ENLMY","21814","UnifiHealth","","21814","false","false","","","false","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","","dental|medical","","false","",""
"ENOZQ","J1595","Harleysville Insurance Company","","J1595","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"ENRNR","56116","Corporate Benefits Service, Inc (North Carolina)","","3832|3939|56116|CPBNS|CPBNSV","true","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"ENYHN","31402","Provider Partners Health Plan of Ohio","","16558|31402|6074|9233|PPHP_OH","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EOCYQ","24585","Clifton Health Systems DBA Actin Care Groups","Clifton Health Systems Doing Business As Actin Care Groups","24585|7461|9632","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EOFHN","64246","Guardian","Guardian Dental|Guardian Managed Dentalguard|Managed Dental Care|The Guardian Life Insurance Company of America","00159|00410|10788|4517|6409|64246","true","false","","","false","false","","","true","false","","","true","false","","","true","false","","","true","true","ONE_CLICK","DAYS","false","false","","","false","false","","","","dental|medical|vision","","false","BPMHQ",""
"EOTNX","J1424","Montgomery","","J1424","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EOZKL","J1074","Irex Corporation","IREX Corporation","J1074","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EPAJK","84146","CHAMPVA HAC","CHAMPVA Health Administration Center Medicare Crossover|Children of Women Vietnam Veterans VA Health Administration Center|Civilian Health and Medical Program of the Department of Veterans Affairs Health Administration Center|Spina Bifida VA Health Administration Center|VA Family Members Program Dental (VFMP)","1503|3807|80214|84146|84146MA|84147|VETHAC|ZIDQW","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"EPAUK","J1936","Darigold","","J1936","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","","false","false","","","false","false","","","","medical","","false","",""
"EPBGH","MCC02","Molina Complete Care Virginia DSNP","Molina Complete Care Dual Eligible Special Needs Plan|Molina Complete Care of Virginia","12260|14379|26176|8291|MCC02|MCCVA|MLNVA|MOLINA_VA","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","ONE_CLICK","WEEKS","false","false","","","false","false","","","","dental|medical","","false","",""
"EPFPH","85362","Foundation for Medical Care of Tulare and Kings Counties","","85362","false","false","","","false","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","medical","","false","",""
"EPIVM","TDFIC","TRICARE for Life","","101159|10879|12X43|4749|5913|TDDIR|TDDIRMA|TDFIC|TRCRU","true","false","","","true","false","","","true","true","","","true","true","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
"EPJSQ","J1241","Administaff","AdminiStaff","J1241","false","false","","","false","false","","","true","false","","","false","false","","","false","false","","","false","false","","","false","false","","","false","false","","","","medical","","false","",""
"EPMFB","SB804","Excellus Blue Cross Blue Shield New York Rochester Area","Blue Cross Blue Shield of Rochester Area|Excellus Blue Cross Blue Shield New York Rochester Area","00804|10469|CBNYR|N6BLS|SB804","true","false","","","true","false","","","true","false","","","true","false","","","false","false","","","true","true","","","false","false","","","false","false","","","","dental|medical","","false","",""
